row,part_number,column,value,method,confidence,rule_id,evidence_source,evidence_text,detail
39,543140020,ATTRIBUTE_LABEL 1,Nominal Size,spec,0.9,,,,"Attribute slot 1 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
39,543140020,ATTRIBUTE_VALUE 1,1 in x 6 in,rule,0.92,DIM-NOM-01,input:Part_Desc,1nx6-20',"Decking nominal profile: thickness x width, length carried separately."
39,543140020,ATTRIBUTE_LABEL 2,Length,spec,0.9,,,,"Attribute slot 2 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
39,543140020,ATTRIBUTE_VALUE 2,20,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-20',Board length in feet from the '-NN'' suffix.
39,543140020,ATTRIBUTE_UOM 2,ft,rule,0.92,DIM-LEN-01,input:Part_Desc,1nx6-20',Board length in feet from the '-NN'' suffix.
39,543140020,ATTRIBUTE_LABEL 3,Edge Profile,spec,0.9,,,,"Attribute slot 3 of the specification induced for Building Materials>Decking>Composite & PVC Decking (5 rows, populated in 100% of them)."
39,543140020,ATTRIBUTE_VALUE 3,Square Edge,rule,0.92,DEC-EDG-01,input:Part_Desc,Sq Edge,"Board edge profile; a grooved board takes hidden fasteners, a square edge does not."
39,543140020,ATTRIBUTE_LABEL 4,Series,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
39,543140020,ATTRIBUTE_VALUE 4,Transcend Lineage,rule,0.72,SER-CAP-01,input:Part_Desc,Transcend Lineage,Capitalised collection name left after brand and item type were removed.
39,543140020,UNSPSC,30103600,inferred,0.72,TAX-050,registry:taxonomy,30103600,UNSPSC family for classpath Building Materials>Decking>Composite & PVC Decking.
40,PEP9030DTBB,Mfg_Part_Num,PEP9030DTBB,input,0.99,,,,Preserved verbatim from the source file.
40,PEP9030DTBB,Part_Desc,"PEP9030DTBB 30"" GE Cooktop Bk",input,0.99,,,,Preserved verbatim from the source file.
40,PEP9030DTBB,Part_Manuf,Appliance Dealers Cooperative (APPDE),input,0.99,,,,Preserved verbatim from the source file.
40,PEP9030DTBB,SKU - MY_PART_NUMBER,X23244,input,0.99,,,,Preserved verbatim from the source file.
40,PEP9030DTBB,MANUFACTURER_PART_NUMBER,PEP9030DTBB,input,0.99,IDN-MPN-01,input:Mfg_Part_Num,PEP9030DTBB,Supplied part number.
40,PEP9030DTBB,BRAND_NAME,GE®,registry,0.88,IDN-BRD-01,input:Part_Desc,GE,Approved brand 'GE' found in the description.
40,PEP9030DTBB,MANUFACTURER_NAME,GE Appliances,registry,0.8624,IDN-MFR-01,input:Part_Desc,GE,Approved brand 'GE' found in the description.
40,PEP9030DTBB,Classpath,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,rule,0.9,TAX-039,input:Part_Desc,Cooktop,Matched taxonomy rule TAX-039 on 'Cooktop'.
40,PEP9030DTBB,Dept,Appliances,rule,0.9,TAX-039,input:Part_Desc,Cooktop,Matched taxonomy rule TAX-039 on 'Cooktop'.
40,PEP9030DTBB,Class,Large Appliances,rule,0.9,TAX-039,input:Part_Desc,Cooktop,Matched taxonomy rule TAX-039 on 'Cooktop'.
40,PEP9030DTBB,Fine,Ranges & Ovens,rule,0.9,TAX-039,input:Part_Desc,Cooktop,Matched taxonomy rule TAX-039 on 'Cooktop'.
40,PEP9030DTBB,INVOICE_DESC,COOKTOP BK 30IN,compose,0.9,,,,Budget solver fitted 3 facts into 15/40 characters.
40,PEP9030DTBB,MOBILE_DESC,"GE Appliances GE, Cooktop, PEP9030DTBB, 30 in, Black",compose,0.88,,,,"Only 52 characters: every available fact is already in the line, so the shortfall is a limit of the source data, not of composition."
40,PEP9030DTBB,SHORT_DESC,"GE® PEP9030DTBB Cooktop, 30 in, Black",compose,0.88,,,,Title formula: brand + series + model + item type + differentiators.
40,PEP9030DTBB,RETAIL_DESC,"Cooktop, 30 in, Black",compose,0.85,,,,Shelf line: series + item type + differentiators.
40,PEP9030DTBB,LONG_DESC1,"GE® Cooktop, 30 in, Black",compose,0.85,,,,Every captured attribute rendered in specification order.
40,PEP9030DTBB,Product Name,Cooktop,rule,0.7977,ITM-LEX-01,input:Part_Desc,cooktop,Resolved against the item-type vocabulary induced from this catalogue (1 occurrences).
40,PEP9030DTBB,ATTRIBUTE_LABEL 1,Size,rule,0.92,DIM-SGL-01,input:Part_Desc,"30""",Single stated dimension (nominal size of the item).
40,PEP9030DTBB,ATTRIBUTE_VALUE 1,30,rule,0.92,DIM-SGL-01,input:Part_Desc,"30""",Single stated dimension (nominal size of the item).
40,PEP9030DTBB,ATTRIBUTE_UOM 1,in,rule,0.92,DIM-SGL-01,input:Part_Desc,"30""",Single stated dimension (nominal size of the item).
40,PEP9030DTBB,ATTRIBUTE_LABEL 2,Color,rule,0.92,FIN-CDE-01,input:Part_Desc,Bk,Trade finish code expanded via the approved abbreviation map.
40,PEP9030DTBB,ATTRIBUTE_VALUE 2,Black,rule,0.92,FIN-CDE-01,input:Part_Desc,Bk,Trade finish code expanded via the approved abbreviation map.
40,PEP9030DTBB,UNSPSC,52141502,inferred,0.72,TAX-039,registry:taxonomy,52141502,UNSPSC family for classpath Appliances & Consumer Electronics>Kitchen Appliances>Ranges.
